hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
Resort Hotel,1.0,342,2,May,22,28,2,5,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,129.86,0.0,0.0
Resort Hotel,1.0,132,2,May,22,28,4,6,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,160.0,0.0,0.0
Resort Hotel,1.0,184,2,May,22,28,4,6,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,0,40.0,0.0,1.0,49.2,0.0,0.0
Resort Hotel,1.0,312,2,May,22,28,4,6,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,57.0,0.0,0.0,28.0,0.0,0.0
Resort Hotel,1.0,4,2,May,22,29,1,2,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,0,0,241.0,0.0,0.0,152.0,0.0,1.0
Resort Hotel,1.0,128,2,May,22,29,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,115.0,0.0,1.0
Resort Hotel,1.0,22,2,May,22,29,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,241.0,0.0,0.0,91.2,0.0,1.0
Resort Hotel,1.0,97,2,May,22,29,1,5,3,1,0,HB,DEU,Online TA,TA/TO,0,0,0,H,0,0,240.0,0.0,0.0,225.5,0.0,0.0
Resort Hotel,1.0,72,2,May,22,29,3,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,0,1,242.0,0.0,0.0,158.33,0.0,1.0
Resort Hotel,1.0,254,2,May,22,29,3,7,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,0,0,40.0,0.0,0.0,62.1,0.0,0.0
Resort Hotel,1.0,42,2,May,22,30,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,468.0,0.0,0.0,86.1,0.0,0.0
Resort Hotel,1.0,113,2,May,22,30,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,100.0,0.0,0.0
Resort Hotel,1.0,113,2,May,22,30,0,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,100.0,0.0,0.0
Resort Hotel,1.0,155,2,May,22,30,0,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,123.33,0.0,2.0
Resort Hotel,1.0,216,2,May,22,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,177.0,0.0,0.0,54.0,0.0,1.0
Resort Hotel,1.0,7,2,May,22,30,0,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,120.0,0.0,1.0
Resort Hotel,1.0,137,2,May,22,30,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,3.0,108.33,0.0,0.0
Resort Hotel,1.0,71,2,May,22,30,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,126.67,0.0,0.0
Resort Hotel,1.0,289,2,May,22,30,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,80.1,0.0,1.0
Resort Hotel,1.0,314,2,May,22,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,314.0,0.0,0.0,48.6,0.0,0.0
Resort Hotel,1.0,279,2,May,22,30,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,3.0,80.1,0.0,2.0
Resort Hotel,1.0,279,2,May,22,30,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,3.0,80.1,0.0,2.0
Resort Hotel,1.0,138,2,May,22,30,0,5,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,115.0,0.0,1.0
Resort Hotel,1.0,138,2,May,22,30,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,242.0,0.0,0.0,100.0,0.0,1.0
Resort Hotel,1.0,152,2,May,22,30,2,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,134.44,0.0,1.0
Resort Hotel,1.0,295,2,May,22,30,2,8,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,80.1,0.0,1.0
Resort Hotel,1.0,238,2,May,22,30,4,10,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,93.6,0.0,2.0
Resort Hotel,1.0,23,2,May,22,31,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,0,214.65992721391024,0.0,0.0,45.0,0.0,0.0
Resort Hotel,1.0,14,2,May,22,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,241.0,0.0,0.0,91.2,0.0,2.0
Resort Hotel,1.0,143,2,May,22,31,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,103.75,0.0,2.0
Resort Hotel,1.0,144,2,May,22,31,1,4,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,175.0,0.0,0.0
Resort Hotel,1.0,46,2,May,22,31,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,172.0,0.0,1.0
Resort Hotel,1.0,322,2,May,22,31,0,3,2,2,0,BB,FJI,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,135.33,0.0,0.0
Resort Hotel,1.0,411,2,May,22,31,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,3,214.65992721391024,0.0,0.0,71.1,0.0,0.0
Resort Hotel,1.0,450,2,May,22,31,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,3,214.65992721391024,0.0,0.0,71.1,0.0,0.0
Resort Hotel,1.0,350,2,May,22,31,2,7,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,140.44,0.0,0.0
Resort Hotel,1.0,1,2,June,22,1,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,90.0,0.0,0.0
Resort Hotel,1.0,18,2,June,22,1,0,2,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,90.0,0.0,2.0
Resort Hotel,1.0,43,2,June,22,1,0,2,2,0,0,HB,POL,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,152.0,0.0,1.0
Resort Hotel,1.0,13,2,June,22,1,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,100.0,0.0,1.0
Resort Hotel,1.0,19,2,June,22,1,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,100.0,0.0,1.0
Resort Hotel,1.0,255,2,June,22,1,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,80.1,0.0,2.0
Resort Hotel,1.0,309,2,June,22,1,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,88.2,0.0,1.0
Resort Hotel,1.0,17,2,June,22,1,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,241.0,0.0,0.0,76.0,0.0,1.0
Resort Hotel,1.0,123,2,June,22,1,0,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,125.0,0.0,0.0
Resort Hotel,1.0,104,2,June,22,1,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,0,0,214.65992721391024,0.0,0.0,121.5,0.0,0.0
Resort Hotel,1.0,113,2,June,22,1,2,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,140.0,0.0,0.0
Resort Hotel,1.0,160,2,June,22,1,2,8,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,40.0,0.0,1.0,68.4,0.0,0.0
Resort Hotel,1.0,344,2,June,22,1,3,8,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,243.0,0.0,1.0,68.4,0.0,0.0
Resort Hotel,1.0,239,2,June,22,1,4,10,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,93.6,0.0,1.0
Resort Hotel,1.0,321,2,June,22,1,4,10,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,143.0,0.0,0.0
Resort Hotel,1.0,344,2,June,22,1,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,0,243.0,0.0,1.0,56.7,0.0,0.0
Resort Hotel,1.0,239,2,June,22,1,4,10,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,93.6,0.0,2.0
Resort Hotel,1.0,74,2,June,22,2,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,0,214.65992721391024,0.0,0.0,96.3,0.0,0.0
Resort Hotel,1.0,7,2,June,22,2,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,90.0,0.0,1.0
Resort Hotel,1.0,49,2,June,22,2,0,2,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,C,0,0,240.0,0.0,0.0,228.0,0.0,1.0
Resort Hotel,1.0,1,2,June,22,2,0,2,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,0,348.0,0.0,0.0,105.0,0.0,0.0
Resort Hotel,1.0,23,2,June,22,2,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,127.5,0.0,1.0
Resort Hotel,1.0,19,2,June,22,2,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,137.0,0.0,2.0
Resort Hotel,1.0,41,2,June,22,2,0,2,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,C,0,0,240.0,0.0,0.0,228.0,0.0,0.0
Resort Hotel,1.0,48,2,June,22,2,0,2,2,2,0,HB,GBR,Online TA,TA/TO,0,0,0,C,0,0,240.0,0.0,0.0,203.0,0.0,1.0
Resort Hotel,1.0,65,2,June,22,2,0,2,3,1,0,HB,ESP,Online TA,TA/TO,0,0,0,H,0,0,240.0,0.0,0.0,260.47125,0.0,0.0
Resort Hotel,1.0,43,2,June,22,2,0,2,1,1,0,HB,GBR,Online TA,TA/TO,0,0,0,C,0,0,240.0,0.0,0.0,203.0,0.0,1.0
Resort Hotel,1.0,36,2,June,22,2,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,129.0,0.0,1.0
Resort Hotel,1.0,88,2,June,22,2,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,120.0,0.0,0.0
Resort Hotel,1.0,41,2,June,22,2,0,2,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,187.0,0.0,0.0
Resort Hotel,1.0,18,2,June,22,2,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,105.0,0.0,1.0
Resort Hotel,1.0,49,2,June,22,2,0,2,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,187.0,0.0,1.0
Resort Hotel,1.0,282,2,June,22,2,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,80.1,0.0,1.0
Resort Hotel,1.0,43,2,June,22,2,0,2,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,122.0,0.0,1.0
Resort Hotel,1.0,131,2,June,22,2,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,110.0,0.0,3.0
Resort Hotel,1.0,247,2,June,22,2,1,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,0,0,241.0,0.0,0.0,79.66,0.0,0.0
Resort Hotel,1.0,113,2,June,22,2,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,242.0,0.0,0.0,110.0,0.0,1.0
Resort Hotel,1.0,28,2,June,22,2,2,2,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,150.0,0.0,1.0
Resort Hotel,1.0,219,2,June,22,2,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,40.0,0.0,1.0,93.5,0.0,0.0
Resort Hotel,1.0,241,2,June,22,2,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,93.6,0.0,1.0
Resort Hotel,1.0,22,2,June,22,2,2,5,2,2,0,HB,IRL,Online TA,TA/TO,0,0,0,C,0,0,240.0,0.0,0.0,210.86,0.0,1.0
Resort Hotel,1.0,278,2,June,22,2,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,0,0,242.0,0.0,0.0,135.9,0.0,1.0
Resort Hotel,1.0,43,2,June,22,2,3,7,2,2,0,HB,KAZ,Online TA,TA/TO,0,0,0,C,0,0,240.0,0.0,0.0,223.0,0.0,1.0
Resort Hotel,1.0,248,2,June,22,2,4,10,2,2,0,HB,GBR,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,207.0,0.0,0.0
Resort Hotel,1.0,175,2,June,22,2,4,10,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,140.0,0.0,2.0
Resort Hotel,1.0,16,2,June,22,3,0,1,1,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,128.0,0.0,0.0
Resort Hotel,1.0,22,2,June,22,3,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,135.0,0.0,1.0
Resort Hotel,1.0,2,2,June,22,3,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,120.0,0.0,1.0
Resort Hotel,1.0,114,2,June,22,3,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,0,0,242.0,0.0,0.0,150.0,0.0,1.0
Resort Hotel,1.0,320,2,June,22,3,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,3.0,74.25,0.0,1.0
Resort Hotel,1.0,320,2,June,22,3,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,74.25,0.0,1.0
Resort Hotel,1.0,310,2,June,22,3,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,3.0,88.2,0.0,0.0
Resort Hotel,1.0,274,2,June,22,3,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,93.6,0.0,0.0
Resort Hotel,1.0,323,2,June,22,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,3,214.65992721391024,0.0,0.0,72.0,0.0,0.0
Resort Hotel,1.0,319,2,June,22,3,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,74.25,0.0,2.0
Resort Hotel,1.0,240,2,June,22,3,2,5,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,107.1,0.0,1.0
Resort Hotel,1.0,320,2,June,22,3,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,74.25,0.0,2.0
Resort Hotel,1.0,310,2,June,22,3,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,88.2,0.0,0.0
Resort Hotel,1.0,319,2,June,22,3,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,74.25,0.0,1.0
Resort Hotel,1.0,320,2,June,22,3,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,74.25,0.0,1.0
Resort Hotel,1.0,320,2,June,22,3,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,74.25,0.0,2.0
Resort Hotel,1.0,320,2,June,22,3,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,74.25,0.0,2.0
Resort Hotel,1.0,314,2,June,22,3,2,5,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,143.0,0.0,0.0
Resort Hotel,1.0,355,2,June,22,3,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,101.7,0.0,0.0
Resort Hotel,1.0,141,2,June,22,3,2,6,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,170.0,0.0,2.0
Resort Hotel,1.0,141,2,June,22,3,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,170.0,0.0,2.0
Resort Hotel,1.0,219,2,June,22,3,4,6,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,40.0,0.0,1.0,98.4,0.0,0.0
Resort Hotel,1.0,244,2,June,22,3,4,10,3,1,0,HB,GBR,Online TA,TA/TO,0,0,0,H,0,0,240.0,0.0,0.0,212.0,0.0,0.0
Resort Hotel,1.0,69,2,June,23,4,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,144.0,0.0,1.0
Resort Hotel,1.0,87,2,June,23,4,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,0,15.0,0.0,0.0,120.0,0.0,0.0
Resort Hotel,1.0,67,2,June,23,4,2,2,2,0,0,BB,LVA,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,170.0,0.0,1.0
Resort Hotel,1.0,83,2,June,23,4,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,241.0,0.0,0.0,96.0,0.0,1.0
Resort Hotel,1.0,102,2,June,23,4,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,0,410.0,0.0,0.0,63.0,0.0,0.0
Resort Hotel,1.0,127,2,June,23,4,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,140.0,0.0,1.0
Resort Hotel,1.0,119,2,June,23,4,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,0,0,240.0,0.0,0.0,148.0,0.0,1.0
Resort Hotel,1.0,272,2,June,23,4,2,5,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,98.06,0.0,3.0
Resort Hotel,1.0,25,2,June,23,4,4,6,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,0,0,531.0,0.0,0.0,76.0,0.0,0.0
Resort Hotel,1.0,326,2,June,23,4,4,6,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,130.5,0.0,1.0
Resort Hotel,1.0,318,2,June,23,5,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,242.0,0.0,0.0,74.25,0.0,2.0
Resort Hotel,1.0,24,2,June,23,5,1,2,2,2,0,BB,ARG,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,213.33,0.0,0.0
Resort Hotel,1.0,21,2,June,23,5,1,3,2,2,0,BB,RUS,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,215.0,0.0,0.0
Resort Hotel,1.0,128,2,June,23,5,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,140.0,0.0,0.0
Resort Hotel,1.0,319,2,June,23,5,1,3,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,241.0,0.0,0.0,68.08,0.0,1.0
Resort Hotel,1.0,319,2,June,23,5,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,74.25,0.0,0.0
Resort Hotel,1.0,35,2,June,23,5,1,5,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,193.67,0.0,1.0
Resort Hotel,1.0,303,2,June,23,5,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,80.1,0.0,0.0
Resort Hotel,1.0,60,2,June,23,5,3,6,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,147.0,0.0,2.0
Resort Hotel,1.0,222,2,June,23,5,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,40.0,0.0,1.0,102.85,0.0,0.0
Resort Hotel,1.0,149,2,June,23,6,0,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,140.0,0.0,0.0
Resort Hotel,1.0,4,2,June,23,6,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,0,250.0,0.0,0.0,151.0,0.0,0.0
Resort Hotel,1.0,91,2,June,23,6,0,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,150.0,0.0,1.0
Resort Hotel,1.0,120,2,June,23,6,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,0,0,241.0,0.0,0.0,115.5,0.0,0.0
Resort Hotel,1.0,132,2,June,23,6,0,4,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,140.0,0.0,1.0
Resort Hotel,1.0,329,2,June,23,6,2,10,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,0,0,57.0,0.0,0.0,28.0,0.0,2.0
Resort Hotel,1.0,223,2,June,23,6,6,15,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,40.0,0.0,1.0,93.5,0.0,0.0
Resort Hotel,1.0,257,2,June,23,6,6,15,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,242.0,0.0,0.0,93.6,0.0,1.0
Resort Hotel,1.0,35,2,June,23,7,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,214.65992721391024,0.0,0.0,126.0,0.0,0.0
Resort Hotel,1.0,18,2,June,23,7,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,118.8,0.0,0.0
Resort Hotel,1.0,18,2,June,23,7,0,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,126.0,0.0,0.0
Resort Hotel,1.0,340,2,June,23,7,0,2,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,88.2,0.0,2.0
Resort Hotel,1.0,47,2,June,23,7,0,4,1,0,0,HB,AUS,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,147.0,0.0,0.0
Resort Hotel,1.0,2,2,June,23,7,0,4,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,C,0,0,214.65992721391024,0.0,0.0,140.0,0.0,2.0
Resort Hotel,1.0,33,2,June,23,7,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,140.0,0.0,1.0
Resort Hotel,1.0,29,2,June,23,7,1,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,140.0,0.0,1.0
Resort Hotel,1.0,156,2,June,23,7,2,4,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,180.0,0.0,0.0
Resort Hotel,1.0,247,2,June,23,7,2,5,2,0,0,BB,IRL,Direct,Direct,0,0,0,F,0,0,250.0,0.0,0.0,113.52,0.0,0.0
Resort Hotel,1.0,1,2,June,23,8,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,0,214.65992721391024,0.0,0.0,75.0,0.0,0.0
Resort Hotel,1.0,304,2,June,23,8,2,3,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,3,298.0,0.0,0.0,94.0,0.0,0.0
Resort Hotel,1.0,304,2,June,23,8,2,3,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,3,298.0,0.0,0.0,66.0,0.0,0.0
Resort Hotel,1.0,235,2,June,23,8,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,107.1,0.0,1.0
Resort Hotel,1.0,304,2,June,23,8,2,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,3,298.0,0.0,0.0,74.0,0.0,0.0
Resort Hotel,1.0,309,2,June,23,8,2,3,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,3,298.0,0.0,0.0,66.0,0.0,0.0
Resort Hotel,1.0,21,2,June,23,8,2,3,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,C,0,0,240.0,0.0,0.0,180.0,0.0,1.0
Resort Hotel,1.0,309,2,June,23,8,2,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,3,298.0,0.0,0.0,74.0,0.0,0.0
Resort Hotel,1.0,304,2,June,23,8,2,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,3,298.0,0.0,0.0,60.0,0.0,0.0
Resort Hotel,1.0,122,2,June,23,8,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,140.0,0.0,1.0
Resort Hotel,1.0,20,2,June,23,8,2,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,140.0,0.0,1.0
Resort Hotel,1.0,6,2,June,23,8,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,0,214.65992721391024,0.0,0.0,127.5,0.0,0.0
Resort Hotel,1.0,307,2,June,23,8,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,0,243.0,0.0,1.0,56.7,0.0,0.0
Resort Hotel,1.0,8,2,June,23,9,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,140.0,0.0,1.0
Resort Hotel,1.0,0,2,June,23,9,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,0,214.65992721391024,0.0,0.0,8.0,0.0,0.0
Resort Hotel,1.0,39,2,June,23,9,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,135.0,0.0,2.0
Resort Hotel,1.0,101,2,June,23,9,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,0,0,240.0,0.0,0.0,158.0,0.0,1.0
